,mixed_file,orig_file,noise_file,snr,mixed_spec,orig_spec,noise_spec
2004.wav,./audio/mixed/2004.wav,./audio/target/g3-strum2-tune_split_48.wav,./audio/noise/5-179860-A-43_split_2.wav,3,./audio/mixed_specs/2004.wav.npy,./audio/target_specs/g3-strum2-tune_split_48.wav.npy,./audio/noise_specs/5-179860-A-43_split_2.wav.npy
2005.wav,./audio/mixed/2005.wav,./audio/target/d3-strum-tune_split_4.wav,./audio/noise/music_class_split_57.wav,3,./audio/mixed_specs/2005.wav.npy,./audio/target_specs/d3-strum-tune_split_4.wav.npy,./audio/noise_specs/music_class_split_57.wav.npy
2006.wav,./audio/mixed/2006.wav,./audio/target/g2-finger-100_split_4.wav,./audio/noise/5-222524-A-41_split_1.wav,2,./audio/mixed_specs/2006.wav.npy,./audio/target_specs/g2-finger-100_split_4.wav.npy,./audio/noise_specs/5-222524-A-41_split_1.wav.npy
2007.wav,./audio/mixed/2007.wav,./audio/target/e1-finger-tune_1_split_40.wav,./audio/noise/orchestra_tuning_split_82.wav,2,./audio/mixed_specs/2007.wav.npy,./audio/target_specs/e1-finger-tune_1_split_40.wav.npy,./audio/noise_specs/orchestra_tuning_split_82.wav.npy
2008.wav,./audio/mixed/2008.wav,./audio/target/g2-strum-120_split_4.wav,./audio/noise/5-219379-B-11_split_2.wav,4,./audio/mixed_specs/2008.wav.npy,./audio/target_specs/g2-strum-120_split_4.wav.npy,./audio/noise_specs/5-219379-B-11_split_2.wav.npy
2009.wav,./audio/mixed/2009.wav,./audio/target/a1-strum-120_1_split_19.wav,./audio/noise/5-235893-A-28_split_1.wav,4,./audio/mixed_specs/2009.wav.npy,./audio/target_specs/a1-strum-120_1_split_19.wav.npy,./audio/noise_specs/5-235893-A-28_split_1.wav.npy
2010.wav,./audio/mixed/2010.wav,./audio/target/e4-strum-tune_split_24.wav,./audio/noise/1-211527-C-20_split_1.wav,1,./audio/mixed_specs/2010.wav.npy,./audio/target_specs/e4-strum-tune_split_24.wav.npy,./audio/noise_specs/1-211527-C-20_split_1.wav.npy
2011.wav,./audio/mixed/2011.wav,./audio/target/e1-finger-tune_1_split_68.wav,./audio/noise/5-263831-B-6_split_1.wav,4,./audio/mixed_specs/2011.wav.npy,./audio/target_specs/e1-finger-tune_1_split_68.wav.npy,./audio/noise_specs/5-263831-B-6_split_1.wav.npy
2012.wav,./audio/mixed/2012.wav,./audio/target/g3-strum2-tune_split_74.wav,./audio/noise/guitar_ambiance_split_27.wav,0,./audio/mixed_specs/2012.wav.npy,./audio/target_specs/g3-strum2-tune_split_74.wav.npy,./audio/noise_specs/guitar_ambiance_split_27.wav.npy
2013.wav,./audio/mixed/2013.wav,./audio/target/e3-strum-144_split_10.wav,./audio/noise/guitar_ambiance_split_50.wav,1,./audio/mixed_specs/2013.wav.npy,./audio/target_specs/e3-strum-144_split_10.wav.npy,./audio/noise_specs/guitar_ambiance_split_50.wav.npy
2014.wav,./audio/mixed/2014.wav,./audio/target/g3-strum2-tune_split_60.wav,./audio/noise/restaurant_guitar_split_21.wav,1,./audio/mixed_specs/2014.wav.npy,./audio/target_specs/g3-strum2-tune_split_60.wav.npy,./audio/noise_specs/restaurant_guitar_split_21.wav.npy
2015.wav,./audio/mixed/2015.wav,./audio/target/a2-strum-tune_split_16.wav,./audio/noise/loreta_organ_split_76.wav,1,./audio/mixed_specs/2015.wav.npy,./audio/target_specs/a2-strum-tune_split_16.wav.npy,./audio/noise_specs/loreta_organ_split_76.wav.npy
2016.wav,./audio/mixed/2016.wav,./audio/target/e1-strum-100_split_7.wav,./audio/noise/2-104168-A-32_split_2.wav,3,./audio/mixed_specs/2016.wav.npy,./audio/target_specs/e1-strum-100_split_7.wav.npy,./audio/noise_specs/2-104168-A-32_split_2.wav.npy
2017.wav,./audio/mixed/2017.wav,./audio/target/d2-finger-144_split_1.wav,./audio/noise/2-131943-A-38_split_1.wav,2,./audio/mixed_specs/2017.wav.npy,./audio/target_specs/d2-finger-144_split_1.wav.npy,./audio/noise_specs/2-131943-A-38_split_1.wav.npy
2018.wav,./audio/mixed/2018.wav,./audio/target/d3-finger2-tune_split_13.wav,./audio/noise/big_hair_ensemble_1_split_11.wav,1,./audio/mixed_specs/2018.wav.npy,./audio/target_specs/d3-finger2-tune_split_13.wav.npy,./audio/noise_specs/big_hair_ensemble_1_split_11.wav.npy
2019.wav,./audio/mixed/2019.wav,./audio/target/b2-finger-144_1_split_10.wav,./audio/noise/acoustic_performance_split_49.wav,2,./audio/mixed_specs/2019.wav.npy,./audio/target_specs/b2-finger-144_1_split_10.wav.npy,./audio/noise_specs/acoustic_performance_split_49.wav.npy
2020.wav,./audio/mixed/2020.wav,./audio/target/e1-finger-tune_1_split_83.wav,./audio/noise/5-187201-A-4_split_1.wav,1,./audio/mixed_specs/2020.wav.npy,./audio/target_specs/e1-finger-tune_1_split_83.wav.npy,./audio/noise_specs/5-187201-A-4_split_1.wav.npy
2021.wav,./audio/mixed/2021.wav,./audio/target/e4-pick-tune_split_14.wav,./audio/noise/2-32515-B-4_split_1.wav,2,./audio/mixed_specs/2021.wav.npy,./audio/target_specs/e4-pick-tune_split_14.wav.npy,./audio/noise_specs/2-32515-B-4_split_1.wav.npy
2022.wav,./audio/mixed/2022.wav,./audio/target/d2-strum-120_1_split_11.wav,./audio/noise/1-79220-A-17_split_2.wav,0,./audio/mixed_specs/2022.wav.npy,./audio/target_specs/d2-strum-120_1_split_11.wav.npy,./audio/noise_specs/1-79220-A-17_split_2.wav.npy
2023.wav,./audio/mixed/2023.wav,./audio/target/b2-finger-100_split_23.wav,./audio/noise/2-102567-D-35_split_1.wav,4,./audio/mixed_specs/2023.wav.npy,./audio/target_specs/b2-finger-100_split_23.wav.npy,./audio/noise_specs/2-102567-D-35_split_1.wav.npy
2024.wav,./audio/mixed/2024.wav,./audio/target/d3-finger-tune_split_8.wav,./audio/noise/big_hair_ensemble_1_split_7.wav,2,./audio/mixed_specs/2024.wav.npy,./audio/target_specs/d3-finger-tune_split_8.wav.npy,./audio/noise_specs/big_hair_ensemble_1_split_7.wav.npy
2025.wav,./audio/mixed/2025.wav,./audio/target/d2-finger-144_split_20.wav,./audio/noise/guitar_ambiance_split_29.wav,2,./audio/mixed_specs/2025.wav.npy,./audio/target_specs/d2-finger-144_split_20.wav.npy,./audio/noise_specs/guitar_ambiance_split_29.wav.npy
2026.wav,./audio/mixed/2026.wav,./audio/target/e4-pick-tune_split_28.wav,./audio/noise/window_music_split_25.wav,4,./audio/mixed_specs/2026.wav.npy,./audio/target_specs/e4-pick-tune_split_28.wav.npy,./audio/noise_specs/window_music_split_25.wav.npy
2027.wav,./audio/mixed/2027.wav,./audio/target/g2-pick-120_split_7.wav,./audio/noise/1-61221-A-17_split_2.wav,4,./audio/mixed_specs/2027.wav.npy,./audio/target_specs/g2-pick-120_split_7.wav.npy,./audio/noise_specs/1-61221-A-17_split_2.wav.npy
2028.wav,./audio/mixed/2028.wav,./audio/target/a2-finger-tune_split_21.wav,./audio/noise/5-238938-A-27_split_2.wav,3,./audio/mixed_specs/2028.wav.npy,./audio/target_specs/a2-finger-tune_split_21.wav.npy,./audio/noise_specs/5-238938-A-27_split_2.wav.npy
2029.wav,./audio/mixed/2029.wav,./audio/target/b2-strum-144_1_split_18.wav,./audio/noise/1-68628-A-27_split_2.wav,2,./audio/mixed_specs/2029.wav.npy,./audio/target_specs/b2-strum-144_1_split_18.wav.npy,./audio/noise_specs/1-68628-A-27_split_2.wav.npy
2030.wav,./audio/mixed/2030.wav,./audio/target/a1-finger-120_1_split_13.wav,./audio/noise/bygone_ep_split_10.wav,0,./audio/mixed_specs/2030.wav.npy,./audio/target_specs/a1-finger-120_1_split_13.wav.npy,./audio/noise_specs/bygone_ep_split_10.wav.npy
2031.wav,./audio/mixed/2031.wav,./audio/target/a2-finger2-tune_split_12.wav,./audio/noise/blues_piano_split_23.wav,2,./audio/mixed_specs/2031.wav.npy,./audio/target_specs/a2-finger2-tune_split_12.wav.npy,./audio/noise_specs/blues_piano_split_23.wav.npy
2032.wav,./audio/mixed/2032.wav,./audio/target/d3-strum2-tune_split_6.wav,./audio/noise/orchestra_tuning_split_46.wav,1,./audio/mixed_specs/2032.wav.npy,./audio/target_specs/d3-strum2-tune_split_6.wav.npy,./audio/noise_specs/orchestra_tuning_split_46.wav.npy
2033.wav,./audio/mixed/2033.wav,./audio/target/e1-pick-tune_split_8.wav,./audio/noise/faded_expression_split_27.wav,1,./audio/mixed_specs/2033.wav.npy,./audio/target_specs/e1-pick-tune_split_8.wav.npy,./audio/noise_specs/faded_expression_split_27.wav.npy
2034.wav,./audio/mixed/2034.wav,./audio/target/e1-finger-120_split_6.wav,./audio/noise/faded_expression_split_22.wav,2,./audio/mixed_specs/2034.wav.npy,./audio/target_specs/e1-finger-120_split_6.wav.npy,./audio/noise_specs/faded_expression_split_22.wav.npy
2035.wav,./audio/mixed/2035.wav,./audio/target/b3-strum-tune_split_17.wav,./audio/noise/lincoln_split_65.wav,1,./audio/mixed_specs/2035.wav.npy,./audio/target_specs/b3-strum-tune_split_17.wav.npy,./audio/noise_specs/lincoln_split_65.wav.npy
2036.wav,./audio/mixed/2036.wav,./audio/target/d2-strum-144_split_19.wav,./audio/noise/walk_jazz_split_30.wav,3,./audio/mixed_specs/2036.wav.npy,./audio/target_specs/d2-strum-144_split_19.wav.npy,./audio/noise_specs/walk_jazz_split_30.wav.npy
2037.wav,./audio/mixed/2037.wav,./audio/target/g3-pick-tune_split_23.wav,./audio/noise/restaurant_guitar_split_27.wav,1,./audio/mixed_specs/2037.wav.npy,./audio/target_specs/g3-pick-tune_split_23.wav.npy,./audio/noise_specs/restaurant_guitar_split_27.wav.npy
2038.wav,./audio/mixed/2038.wav,./audio/target/b3-strum2-tune_split_13.wav,./audio/noise/5-204741-A-46_split_1.wav,0,./audio/mixed_specs/2038.wav.npy,./audio/target_specs/b3-strum2-tune_split_13.wav.npy,./audio/noise_specs/5-204741-A-46_split_1.wav.npy
2039.wav,./audio/mixed/2039.wav,./audio/target/e3-finger-100_split_23.wav,./audio/noise/orchestra_tuning_split_27.wav,2,./audio/mixed_specs/2039.wav.npy,./audio/target_specs/e3-finger-100_split_23.wav.npy,./audio/noise_specs/orchestra_tuning_split_27.wav.npy
2040.wav,./audio/mixed/2040.wav,./audio/target/d2-finger-100_split_15.wav,./audio/noise/2-128631-A-21_split_1.wav,1,./audio/mixed_specs/2040.wav.npy,./audio/target_specs/d2-finger-100_split_15.wav.npy,./audio/noise_specs/2-128631-A-21_split_1.wav.npy
2041.wav,./audio/mixed/2041.wav,./audio/target/e4-pick-tune_split_1.wav,./audio/noise/practiceroom_split_23.wav,4,./audio/mixed_specs/2041.wav.npy,./audio/target_specs/e4-pick-tune_split_1.wav.npy,./audio/noise_specs/practiceroom_split_23.wav.npy
2042.wav,./audio/mixed/2042.wav,./audio/target/a1-pick-100_1_split_3.wav,./audio/noise/5-253085-B-3_split_1.wav,4,./audio/mixed_specs/2042.wav.npy,./audio/target_specs/a1-pick-100_1_split_3.wav.npy,./audio/noise_specs/5-253085-B-3_split_1.wav.npy
2043.wav,./audio/mixed/2043.wav,./audio/target/a1-finger-100_1_split_27.wav,./audio/noise/2-157488-A-6_split_2.wav,0,./audio/mixed_specs/2043.wav.npy,./audio/target_specs/a1-finger-100_1_split_27.wav.npy,./audio/noise_specs/2-157488-A-6_split_2.wav.npy
2044.wav,./audio/mixed/2044.wav,./audio/target/e1-finger-120_split_20.wav,./audio/noise/music_class_split_95.wav,4,./audio/mixed_specs/2044.wav.npy,./audio/target_specs/e1-finger-120_split_20.wav.npy,./audio/noise_specs/music_class_split_95.wav.npy
2045.wav,./audio/mixed/2045.wav,./audio/target/b3-finger-tune_split_2.wav,./audio/noise/2-117615-C-48_split_1.wav,0,./audio/mixed_specs/2045.wav.npy,./audio/target_specs/b3-finger-tune_split_2.wav.npy,./audio/noise_specs/2-117615-C-48_split_1.wav.npy
2046.wav,./audio/mixed/2046.wav,./audio/target/a1-strum-144_1_split_19.wav,./audio/noise/2-52789-A-4_split_2.wav,1,./audio/mixed_specs/2046.wav.npy,./audio/target_specs/a1-strum-144_1_split_19.wav.npy,./audio/noise_specs/2-52789-A-4_split_2.wav.npy
2047.wav,./audio/mixed/2047.wav,./audio/target/d3-strum2-tune_split_26.wav,./audio/noise/1-15689-B-4_split_2.wav,1,./audio/mixed_specs/2047.wav.npy,./audio/target_specs/d3-strum2-tune_split_26.wav.npy,./audio/noise_specs/1-15689-B-4_split_2.wav.npy
2048.wav,./audio/mixed/2048.wav,./audio/target/d2-finger-100_split_29.wav,./audio/noise/5-242711-A-9_split_2.wav,1,./audio/mixed_specs/2048.wav.npy,./audio/target_specs/d2-finger-100_split_29.wav.npy,./audio/noise_specs/5-242711-A-9_split_2.wav.npy
2049.wav,./audio/mixed/2049.wav,./audio/target/g2-pick-100_split_8.wav,./audio/noise/classical_piano_split_74.wav,3,./audio/mixed_specs/2049.wav.npy,./audio/target_specs/g2-pick-100_split_8.wav.npy,./audio/noise_specs/classical_piano_split_74.wav.npy
2050.wav,./audio/mixed/2050.wav,./audio/target/e1-finger-tune_split_30.wav,./audio/noise/faded_expression_split_56.wav,1,./audio/mixed_specs/2050.wav.npy,./audio/target_specs/e1-finger-tune_split_30.wav.npy,./audio/noise_specs/faded_expression_split_56.wav.npy
2051.wav,./audio/mixed/2051.wav,./audio/target/e4-strum2-tune_split_3.wav,./audio/noise/c_intro_eg_split_2.wav,1,./audio/mixed_specs/2051.wav.npy,./audio/target_specs/e4-strum2-tune_split_3.wav.npy,./audio/noise_specs/c_intro_eg_split_2.wav.npy
2052.wav,./audio/mixed/2052.wav,./audio/target/e3-finger-144_1_split_19.wav,./audio/noise/loreta_organ_split_70.wav,1,./audio/mixed_specs/2052.wav.npy,./audio/target_specs/e3-finger-144_1_split_19.wav.npy,./audio/noise_specs/loreta_organ_split_70.wav.npy
2053.wav,./audio/mixed/2053.wav,./audio/target/a1-finger-100_1_split_3.wav,./audio/noise/5-201172-A-46_split_1.wav,4,./audio/mixed_specs/2053.wav.npy,./audio/target_specs/a1-finger-100_1_split_3.wav.npy,./audio/noise_specs/5-201172-A-46_split_1.wav.npy
2054.wav,./audio/mixed/2054.wav,./audio/target/g3-pick2-tune_split_18.wav,./audio/noise/5-198373-A-46_split_2.wav,1,./audio/mixed_specs/2054.wav.npy,./audio/target_specs/g3-pick2-tune_split_18.wav.npy,./audio/noise_specs/5-198373-A-46_split_2.wav.npy
2055.wav,./audio/mixed/2055.wav,./audio/target/b2-finger-120_1_split_10.wav,./audio/noise/1-260640-B-2_split_2.wav,2,./audio/mixed_specs/2055.wav.npy,./audio/target_specs/b2-finger-120_1_split_10.wav.npy,./audio/noise_specs/1-260640-B-2_split_2.wav.npy
2056.wav,./audio/mixed/2056.wav,./audio/target/e3-strum-100_split_25.wav,./audio/noise/fs_piano_split_7.wav,2,./audio/mixed_specs/2056.wav.npy,./audio/target_specs/e3-strum-100_split_25.wav.npy,./audio/noise_specs/fs_piano_split_7.wav.npy
2057.wav,./audio/mixed/2057.wav,./audio/target/e1-finger-tune_split_24.wav,./audio/noise/soft_static_split_5.wav,3,./audio/mixed_specs/2057.wav.npy,./audio/target_specs/e1-finger-tune_split_24.wav.npy,./audio/noise_specs/soft_static_split_5.wav.npy
2058.wav,./audio/mixed/2058.wav,./audio/target/d2-pick-144_split_5.wav,./audio/noise/restaurant_guitar_split_4.wav,1,./audio/mixed_specs/2058.wav.npy,./audio/target_specs/d2-pick-144_split_5.wav.npy,./audio/noise_specs/restaurant_guitar_split_4.wav.npy
2059.wav,./audio/mixed/2059.wav,./audio/target/e1-pick-100_split_2.wav,./audio/noise/5-219242-B-37_split_1.wav,3,./audio/mixed_specs/2059.wav.npy,./audio/target_specs/e1-pick-100_split_2.wav.npy,./audio/noise_specs/5-219242-B-37_split_1.wav.npy
2060.wav,./audio/mixed/2060.wav,./audio/target/d3-finger2-tune_split_5.wav,./audio/noise/2-83270-A-13_split_1.wav,0,./audio/mixed_specs/2060.wav.npy,./audio/target_specs/d3-finger2-tune_split_5.wav.npy,./audio/noise_specs/2-83270-A-13_split_1.wav.npy
2061.wav,./audio/mixed/2061.wav,./audio/target/g3-pick2-tune_split_30.wav,./audio/noise/5-187979-A-21_split_2.wav,0,./audio/mixed_specs/2061.wav.npy,./audio/target_specs/g3-pick2-tune_split_30.wav.npy,./audio/noise_specs/5-187979-A-21_split_2.wav.npy
2062.wav,./audio/mixed/2062.wav,./audio/target/e3-strum-100_split_19.wav,./audio/noise/1-31836-B-4_split_2.wav,1,./audio/mixed_specs/2062.wav.npy,./audio/target_specs/e3-strum-100_split_19.wav.npy,./audio/noise_specs/1-31836-B-4_split_2.wav.npy
2063.wav,./audio/mixed/2063.wav,./audio/target/e1-finger-tune_split_18.wav,./audio/noise/1-155858-A-25_split_2.wav,2,./audio/mixed_specs/2063.wav.npy,./audio/target_specs/e1-finger-tune_split_18.wav.npy,./audio/noise_specs/1-155858-A-25_split_2.wav.npy
2064.wav,./audio/mixed/2064.wav,./audio/target/e1-strum-tune_split_8.wav,./audio/noise/orchestra_tuning_split_81.wav,3,./audio/mixed_specs/2064.wav.npy,./audio/target_specs/e1-strum-tune_split_8.wav.npy,./audio/noise_specs/orchestra_tuning_split_81.wav.npy
2065.wav,./audio/mixed/2065.wav,./audio/target/g3-pick2-tune_split_24.wav,./audio/noise/big_hair_bass_1_split_3.wav,4,./audio/mixed_specs/2065.wav.npy,./audio/target_specs/g3-pick2-tune_split_24.wav.npy,./audio/noise_specs/big_hair_bass_1_split_3.wav.npy
2066.wav,./audio/mixed/2066.wav,./audio/target/e1-strum-120_split_8.wav,./audio/noise/classical_piano_split_37.wav,0,./audio/mixed_specs/2066.wav.npy,./audio/target_specs/e1-strum-120_split_8.wav.npy,./audio/noise_specs/classical_piano_split_37.wav.npy
2067.wav,./audio/mixed/2067.wav,./audio/target/b2-strum-120_1_split_18.wav,./audio/noise/orchestra_pit_split_88.wav,1,./audio/mixed_specs/2067.wav.npy,./audio/target_specs/b2-strum-120_1_split_18.wav.npy,./audio/noise_specs/orchestra_pit_split_88.wav.npy
2068.wav,./audio/mixed/2068.wav,./audio/target/a2-strum2-tune_split_19.wav,./audio/noise/bar_music_split_77.wav,3,./audio/mixed_specs/2068.wav.npy,./audio/target_specs/a2-strum2-tune_split_19.wav.npy,./audio/noise_specs/bar_music_split_77.wav.npy
2069.wav,./audio/mixed/2069.wav,./audio/target/g3-pick2-tune_split_4.wav,./audio/noise/acoustic_performance_split_29.wav,1,./audio/mixed_specs/2069.wav.npy,./audio/target_specs/g3-pick2-tune_split_4.wav.npy,./audio/noise_specs/acoustic_performance_split_29.wav.npy
2070.wav,./audio/mixed/2070.wav,./audio/target/b2-pick-120_1_split_6.wav,./audio/noise/5-204114-A-29_split_1.wav,4,./audio/mixed_specs/2070.wav.npy,./audio/target_specs/b2-pick-120_1_split_6.wav.npy,./audio/noise_specs/5-204114-A-29_split_1.wav.npy
2071.wav,./audio/mixed/2071.wav,./audio/target/d2-strum-100_split_10.wav,./audio/noise/devils_etude_split_58.wav,3,./audio/mixed_specs/2071.wav.npy,./audio/target_specs/d2-strum-100_split_10.wav.npy,./audio/noise_specs/devils_etude_split_58.wav.npy
2072.wav,./audio/mixed/2072.wav,./audio/target/b2-strum-120_1_split_24.wav,./audio/noise/1-40730-A-1_split_1.wav,3,./audio/mixed_specs/2072.wav.npy,./audio/target_specs/b2-strum-120_1_split_24.wav.npy,./audio/noise_specs/1-40730-A-1_split_1.wav.npy
2073.wav,./audio/mixed/2073.wav,./audio/target/a1-strum-100_1_split_11.wav,./audio/noise/5-160614-D-48_split_2.wav,3,./audio/mixed_specs/2073.wav.npy,./audio/target_specs/a1-strum-100_1_split_11.wav.npy,./audio/noise_specs/5-160614-D-48_split_2.wav.npy
2074.wav,./audio/mixed/2074.wav,./audio/target/a2-strum2-tune_split_25.wav,./audio/noise/1-80841-A-13_split_1.wav,2,./audio/mixed_specs/2074.wav.npy,./audio/target_specs/a2-strum2-tune_split_25.wav.npy,./audio/noise_specs/1-80841-A-13_split_1.wav.npy
2075.wav,./audio/mixed/2075.wav,./audio/target/d2-finger-120_split_22.wav,./audio/noise/5-232272-A-44_split_1.wav,1,./audio/mixed_specs/2075.wav.npy,./audio/target_specs/d2-finger-120_split_22.wav.npy,./audio/noise_specs/5-232272-A-44_split_1.wav.npy
2076.wav,./audio/mixed/2076.wav,./audio/target/d2-strum-120_split_1.wav,./audio/noise/bygone_ep_split_9.wav,3,./audio/mixed_specs/2076.wav.npy,./audio/target_specs/d2-strum-120_split_1.wav.npy,./audio/noise_specs/bygone_ep_split_9.wav.npy
2077.wav,./audio/mixed/2077.wav,./audio/target/d3-strum-tune_split_21.wav,./audio/noise/choir_christie_split_19.wav,3,./audio/mixed_specs/2077.wav.npy,./audio/target_specs/d3-strum-tune_split_21.wav.npy,./audio/noise_specs/choir_christie_split_19.wav.npy
2078.wav,./audio/mixed/2078.wav,./audio/target/a1-finger-144_1_split_13.wav,./audio/noise/5-234145-A-28_split_1.wav,1,./audio/mixed_specs/2078.wav.npy,./audio/target_specs/a1-finger-144_1_split_13.wav.npy,./audio/noise_specs/5-234145-A-28_split_1.wav.npy
2079.wav,./audio/mixed/2079.wav,./audio/target/e3-finger-120_split_14.wav,./audio/noise/5-195557-A-19_split_1.wav,1,./audio/mixed_specs/2079.wav.npy,./audio/target_specs/e3-finger-120_split_14.wav.npy,./audio/noise_specs/5-195557-A-19_split_1.wav.npy
2080.wav,./audio/mixed/2080.wav,./audio/target/a1-strum-100_1_split_1.wav,./audio/noise/warming_up_split_23.wav,1,./audio/mixed_specs/2080.wav.npy,./audio/target_specs/a1-strum-100_1_split_1.wav.npy,./audio/noise_specs/warming_up_split_23.wav.npy
2081.wav,./audio/mixed/2081.wav,./audio/target/a2-finger-tune_split_3.wav,./audio/noise/devils_etude_split_23.wav,3,./audio/mixed_specs/2081.wav.npy,./audio/target_specs/a2-finger-tune_split_3.wav.npy,./audio/noise_specs/devils_etude_split_23.wav.npy
2082.wav,./audio/mixed/2082.wav,./audio/target/b3-finger-tune_split_17.wav,./audio/noise/1-9887-B-49_split_1.wav,3,./audio/mixed_specs/2082.wav.npy,./audio/target_specs/b3-finger-tune_split_17.wav.npy,./audio/noise_specs/1-9887-B-49_split_1.wav.npy
2083.wav,./audio/mixed/2083.wav,./audio/target/e1-finger-tune_1_split_3.wav,./audio/noise/guitar_ambiance_split_6.wav,1,./audio/mixed_specs/2083.wav.npy,./audio/target_specs/e1-finger-tune_1_split_3.wav.npy,./audio/noise_specs/guitar_ambiance_split_6.wav.npy
2084.wav,./audio/mixed/2084.wav,./audio/target/b2-strum-100_1_split_8.wav,./audio/noise/5-210612-A-37_split_1.wav,4,./audio/mixed_specs/2084.wav.npy,./audio/target_specs/b2-strum-100_1_split_8.wav.npy,./audio/noise_specs/5-210612-A-37_split_1.wav.npy
2085.wav,./audio/mixed/2085.wav,./audio/target/e3-finger-144_1_split_2.wav,./audio/noise/1-24074-A-43_split_2.wav,3,./audio/mixed_specs/2085.wav.npy,./audio/target_specs/e3-finger-144_1_split_2.wav.npy,./audio/noise_specs/1-24074-A-43_split_2.wav.npy
2086.wav,./audio/mixed/2086.wav,./audio/target/e3-strum-120_split_12.wav,./audio/noise/1-69422-A-3_split_2.wav,4,./audio/mixed_specs/2086.wav.npy,./audio/target_specs/e3-strum-120_split_12.wav.npy,./audio/noise_specs/1-69422-A-3_split_2.wav.npy
2087.wav,./audio/mixed/2087.wav,./audio/target/a2-finger2-tune_split_6.wav,./audio/noise/5-220955-A-40_split_1.wav,3,./audio/mixed_specs/2087.wav.npy,./audio/target_specs/a2-finger2-tune_split_6.wav.npy,./audio/noise_specs/5-220955-A-40_split_1.wav.npy
2088.wav,./audio/mixed/2088.wav,./audio/target/a2-finger2-tune_split_7.wav,./audio/noise/1-23222-A-19_split_2.wav,4,./audio/mixed_specs/2088.wav.npy,./audio/target_specs/a2-finger2-tune_split_7.wav.npy,./audio/noise_specs/1-23222-A-19_split_2.wav.npy
2089.wav,./audio/mixed/2089.wav,./audio/target/e3-finger-144_1_split_3.wav,./audio/noise/1-1791-A-26_split_1.wav,1,./audio/mixed_specs/2089.wav.npy,./audio/target_specs/e3-finger-144_1_split_3.wav.npy,./audio/noise_specs/1-1791-A-26_split_1.wav.npy
2090.wav,./audio/mixed/2090.wav,./audio/target/e3-strum-100_split_1.wav,./audio/noise/loreta_organ_split_50.wav,3,./audio/mixed_specs/2090.wav.npy,./audio/target_specs/e3-strum-100_split_1.wav.npy,./audio/noise_specs/loreta_organ_split_50.wav.npy
2091.wav,./audio/mixed/2091.wav,./audio/target/e3-strum-120_split_13.wav,./audio/noise/5-263775-A-26_split_2.wav,0,./audio/mixed_specs/2091.wav.npy,./audio/target_specs/e3-strum-120_split_13.wav.npy,./audio/noise_specs/5-263775-A-26_split_2.wav.npy
2092.wav,./audio/mixed/2092.wav,./audio/target/b2-strum-100_1_split_9.wav,./audio/noise/1-17585-A-7_split_1.wav,2,./audio/mixed_specs/2092.wav.npy,./audio/target_specs/b2-strum-100_1_split_9.wav.npy,./audio/noise_specs/1-17585-A-7_split_1.wav.npy
2093.wav,./audio/mixed/2093.wav,./audio/target/b3-finger-tune_split_16.wav,./audio/noise/2-104105-B-19_split_1.wav,2,./audio/mixed_specs/2093.wav.npy,./audio/target_specs/b3-finger-tune_split_16.wav.npy,./audio/noise_specs/2-104105-B-19_split_1.wav.npy
2094.wav,./audio/mixed/2094.wav,./audio/target/a2-finger-tune_split_2.wav,./audio/noise/5-261464-A-23_split_1.wav,3,./audio/mixed_specs/2094.wav.npy,./audio/target_specs/a2-finger-tune_split_2.wav.npy,./audio/noise_specs/5-261464-A-23_split_1.wav.npy
2095.wav,./audio/mixed/2095.wav,./audio/target/e1-finger-tune_1_split_2.wav,./audio/noise/guitar_ambiance_split_16.wav,0,./audio/mixed_specs/2095.wav.npy,./audio/target_specs/e1-finger-tune_1_split_2.wav.npy,./audio/noise_specs/guitar_ambiance_split_16.wav.npy
2096.wav,./audio/mixed/2096.wav,./audio/target/e3-finger-120_split_15.wav,./audio/noise/church_organ_split_20.wav,2,./audio/mixed_specs/2096.wav.npy,./audio/target_specs/e3-finger-120_split_15.wav.npy,./audio/noise_specs/church_organ_split_20.wav.npy
2097.wav,./audio/mixed/2097.wav,./audio/target/a2-strum2-tune_split_30.wav,./audio/noise/2-74977-A-18_split_1.wav,3,./audio/mixed_specs/2097.wav.npy,./audio/target_specs/a2-strum2-tune_split_30.wav.npy,./audio/noise_specs/2-74977-A-18_split_1.wav.npy
2098.wav,./audio/mixed/2098.wav,./audio/target/a2-strum2-tune_split_24.wav,./audio/noise/big_hair_bass_1_split_20.wav,0,./audio/mixed_specs/2098.wav.npy,./audio/target_specs/a2-strum2-tune_split_24.wav.npy,./audio/noise_specs/big_hair_bass_1_split_20.wav.npy
2099.wav,./audio/mixed/2099.wav,./audio/target/a1-strum-100_1_split_10.wav,./audio/noise/guitar_ambiance_split_13.wav,1,./audio/mixed_specs/2099.wav.npy,./audio/target_specs/a1-strum-100_1_split_10.wav.npy,./audio/noise_specs/guitar_ambiance_split_13.wav.npy
2100.wav,./audio/mixed/2100.wav,./audio/target/a1-finger-144_1_split_12.wav,./audio/noise/2-104168-A-32_split_2.wav,0,./audio/mixed_specs/2100.wav.npy,./audio/target_specs/a1-finger-144_1_split_12.wav.npy,./audio/noise_specs/2-104168-A-32_split_2.wav.npy
